num,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,ang10,label
1,169.6625718732576,49.66409741569257,126.75669387212314,99.90194242398007,63.07797039218973,130.57347955058268,151.64178120296458,127.94603352962015,178.37675930556378,168.43170461941494, right_side_stretch
2,177.83875587067408,49.6337313900376,134.03096101208624,100.74488816918442,63.83422572331614,126.89834486876723,148.10545391613564,126.54461886028555,179.73487010099845,173.62178051195093, right_side_stretch
3,174.14422048795038,52.39745625384259,117.08011341881544,89.20343315539094,73.22428861281915,110.55604521958347,166.32197965502442,151.5723876843151,178.90925094592777,174.50561295362243, right_side_stretch
4,173.6330782445931,48.54892948541485,116.68729581759887,94.80709602858106,74.32745194606426,109.28050293142826,169.7167637060377,153.47831462166502,179.82318037074702,171.27132622341452, right_side_stretch
5,164.52926587715976,32.61262133931799,159.89377773508306,141.94723893740334,73.54203656839219,118.81440304580921,158.68327692280926,135.09185417850014,178.56106294764302,177.24149883020877, right_side_stretch
6,153.2122627738534,37.53346348777029,107.31410865316082,130.6904841040992,78.19679489096309,112.96271699078095,171.06180626241215,146.89891665049714,179.70648112547605,179.57979254864284, right_side_stretch
7,176.15296814920447,52.86279966798272,152.8193999797621,78.3314640962121,72.959742660271,127.76534345745786,173.5807458589244,144.08542861787916,177.63407335469137,172.20614909070244, right_side_stretch
8,177.95711092688168,43.36607599070889,141.24715087851766,71.75017809872435,68.89302755093753,130.33358004085386,167.1820364745565,143.45620590432887,171.07590951832475,179.05234127393283, right_side_stretch
9,171.45235014600487,38.632767048762055,139.49548463889082,96.65782612909787,62.53890404536763,114.48719319647125,161.45195038629168,155.9266344370491,164.3912395710378,177.348533262718, right_side_stretch
10,178.64617565787245,28.19157602711583,125.87035215051937,119.21452322537544,69.98604706092463,140.9001198033504,173.50975803890728,132.97462925149225,164.72532374829416,179.30765477268272, right_side_stretch
11,148.16363726075778,52.22553621319007,139.08216881998783,156.8960808431221,55.5472562309619,122.947260672966,145.68024728810005,136.95904233788144,177.62861933117333,174.64813919710875, right_side_stretch
12,168.1464412564779,61.20755525884131,150.48550003163163,117.40757543781844,47.07673556471755,129.8417312728986,140.2475406461134,131.90636205243734,171.4999408613807,173.53629032130917, right_side_stretch
13,162.1069849093096,66.10606387157942,137.8369980296769,54.241115137320215,41.54506910625352,136.10384784609695,139.67921110122668,133.36028043301877,175.81790720791483,175.9916848061247, right_side_stretch
14,161.81841000031932,52.50403535215062,158.16820687447813,167.8200969998439,98.59103031926081,115.59099305181581,177.1391269118801,141.6309006234714,148.81928926641268,172.3282374853608, right_side_stretch
15,96.75457894330037,55.96190025296603,15.142994033052954,174.1717565565741,106.16353802331679,168.19819754747337,8.45627507383131,69.39501502493944,5.459261285027745,40.17625486112788, right_side_stretch
16,147.34119940939442,51.22155971508102,128.7541066869084,116.66729193135885,47.36123464817418,132.18620559843356,143.8089048255035,136.25257915268986,156.4061330715663,165.6498720128307, right_side_stretch
17,169.43137635542988,49.59155958483094,155.51252944604178,94.93275185041287,77.9761900907469,106.26020470831197,170.80536592837709,158.5870305251283,176.93274452884862,178.72696997994305, right_side_stretch
18,162.13658679690138,49.66700817294265,128.8917131327502,111.8302884050318,80.61438894229904,120.8150617732247,150.16738325396292,117.61091138305402,171.98290692634484,179.07242914052748, right_side_stretch
19,179.93096897374352,54.32007921041144,108.60353617018386,73.76215358976728,87.85334889943346,121.5394363791855,170.9668772227616,133.5455593270089,173.82210184498038,178.9422397070386, right_side_stretch
20,72.75218280193664,132.07706303498708,133.388552541489,54.577387284150205,117.30873167005794,110.38910532502801,173.86459658654562,124.90513343350763,168.96538909479924,175.18888835146393, right_side_stretch
21,169.4234843069362,45.28935410454481,120.15095429615843,118.48894175800245,82.80553647061684,121.10344973931069,165.68755872307767,137.45355971885493,172.5172460283339,177.51714582335276, right_side_stretch
22,168.3447536081558,50.13180437239452,141.62461690525478,116.17965936934495,85.96173877660365,123.2473032143464,168.09841936592093,132.6549451850791,176.86159849150835,178.03654817129737, right_side_stretch
23,177.59127253693543,54.11490672923608,106.34535407623994,68.28770895819697,63.965510785645044,121.20168066126693,148.73305767004305,130.54676816694672,179.71887096460506,173.599369690523, right_side_stretch
24,166.60346320783515,46.064978384577785,150.14435829386912,15.177900718119677,78.52377904878887,124.64954382559098,147.73322889282318,116.81712796465025,170.21460002513942,178.03908092528667, right_side_stretch
25,151.6655187954022,34.06402985929234,136.51664187184124,138.15569796186696,75.24858977039044,136.38368696736848,143.67280975340572,100.70525012799709,172.82910553259347,170.1525656946932, right_side_stretch
26,171.2152277267705,56.05224941799566,135.74346812053844,11.636029007069945,82.96943681346787,132.18658505395734,153.6764469903097,110.40624415943941,177.2920174965397,175.3363356699688, right_side_stretch
27,168.6087028203505,50.98340372472929,127.72584096101923,85.9007472120211,65.19587197653006,123.59328420669263,155.3282965007779,133.02291195171148,177.97935651588725,176.47890446673614, right_side_stretch
28,165.4506311268762,34.449864668256815,144.81855858239575,112.41727463899713,66.22962440209824,131.5789144078519,155.44723354765915,126.10767302487876,175.03923826736477,178.3683944700275, right_side_stretch
29,165.42892902042027,12.938056317186467,78.77947486146158,124.47921568612566,94.06480228414105,106.45423806630751,176.68778786504447,164.00020337025714,179.0964929845114,179.7793917290694, right_side_stretch
30,99.44921704368116,57.6490427873111,143.2402319921434,98.72980872756233,147.20357646157967,8.52997793623802,76.77146294357567,74.32066572527009,17.802371282805513,47.3114471232912, right_side_stretch
31,173.34175297220256,21.094154069326,98.5778813703282,164.14983622237196,87.8806599842375,109.78881277205771,174.80816051094774,157.30947660320442,170.9448531469366,175.87831241967223, right_side_stretch
32,165.42892902042027,12.938056317186467,78.77947486146158,124.47921568612566,94.06480228414105,106.45423806630751,176.68778786504447,164.00020337025714,179.0964929845114,179.7793917290694, right_side_stretch
33,171.04587155775704,42.19657984653611,35.90972307917769,112.38729314705996,87.63689609061471,110.86739505286194,170.9896441179924,148.48812303830124,179.16012043673348,178.3366578549836, right_side_stretch
34,179.00727758955307,25.082470914629052,95.72098975860003,171.04559322093394,91.81358349191413,108.47652872912096,173.54013951753936,161.49701892764628,178.6014997731487,179.05522089042626, right_side_stretch
35,93.6677880555314,43.66688369697298,35.942900184495144,119.63529776276042,107.1418707716209,147.38944471972692,52.72182580013098,103.21885313203619,29.27672761473637,85.6515127171413, right_side_stretch
36,67.52340504980653,92.64254529406472,163.04297453893415,29.835539100261563,100.41208704025863,80.09944126700061,82.23996105057314,52.258013438934675,2.833764202680231,102.291740516323, right_side_stretch
37,52.41580395023477,39.818201974225964,104.39545079490566,105.47704846181037,137.27539499743102,30.475355730952618,119.58621954214476,119.26168475172344,50.46294516266138,65.36317309236013, right_side_stretch
